date,OT
2023-10-04 12:02:00,3779
2023-10-04 12:03:00,4619
2023-10-04 12:04:00,4983
2023-10-04 12:05:00,4645
2023-10-04 12:06:00,3612
2023-10-04 12:07:00,2153
2023-10-04 12:08:00,3089
2023-10-04 12:09:00,4580
2023-10-04 12:10:00,4788
2023-10-04 12:11:00,5095
2023-10-04 12:12:00,4668
2023-10-04 12:13:00,3711
2023-10-04 12:14:00,2523
2023-10-04 12:15:00,3364
2023-10-04 12:16:00,5513
2023-10-04 12:17:00,5362
2023-10-04 12:18:00,5402
2023-10-04 12:19:00,5398
2023-10-04 12:20:00,3783
2023-10-04 12:21:00,2395
2023-10-04 12:22:00,3679
2023-10-04 12:23:00,5688
2023-10-04 12:24:00,5842
2023-10-04 12:25:00,5923
2023-10-04 12:26:00,5717
2023-10-04 12:27:00,4250
2023-10-04 12:28:00,2525
2023-10-04 12:29:00,3923
2023-10-04 12:30:00,5785
2023-10-04 12:31:00,6052
2023-10-04 12:32:00,6150
2023-10-04 12:33:00,5591
2023-10-04 12:34:00,4279
2023-10-04 12:35:00,2897
2023-10-04 12:36:00,3904
2023-10-04 12:37:00,5458
2023-10-04 12:38:00,5909
2023-10-04 12:39:00,6175
2023-10-04 12:40:00,5856
2023-10-04 12:41:00,4610
2023-10-04 12:42:00,3081
2023-10-04 12:43:00,4390
2023-10-04 12:44:00,6507
2023-10-04 12:45:00,6941
2023-10-04 12:46:00,6576
2023-10-04 12:47:00,5985
2023-10-04 12:48:00,4789
2023-10-04 12:49:00,3263
2023-10-04 12:50:00,4180
2023-10-04 12:51:00,6371
2023-10-04 12:52:00,6648
2023-10-04 12:53:00,6501
2023-10-04 12:54:00,6088
2023-10-04 12:55:00,4376
2023-10-04 12:56:00,2733
2023-10-04 12:57:00,3953
2023-10-04 12:58:00,6108
2023-10-04 12:59:00,5668
2023-10-04 13:00:00,6159
2023-10-04 13:01:00,5810
2023-10-04 13:02:00,4491
2023-10-04 13:03:00,3110
2023-10-04 13:04:00,4418
2023-10-04 13:05:00,6529
2023-10-04 13:06:00,5756
2023-10-04 13:07:00,5716
2023-10-04 13:08:00,5323
2023-10-04 13:09:00,4280
2023-10-04 13:10:00,2982
2023-10-04 13:11:00,4365
2023-10-04 13:12:00,6627
2023-10-04 13:13:00,6467
2023-10-04 13:14:00,6631
2023-10-04 13:15:00,6378
2023-10-04 13:16:00,4767
2023-10-04 13:17:00,3501
2023-10-04 13:18:00,4647
2023-10-04 13:19:00,6336
2023-10-04 13:20:00,6222
2023-10-04 13:21:00,5527
2023-10-04 13:22:00,4267
2023-10-04 13:23:00,3733
2023-10-04 13:24:00,3299
2023-10-04 13:25:00,4530
2023-10-04 13:26:00,6908
2023-10-04 13:27:00,7714
2023-10-04 13:28:00,7490
2023-10-04 13:29:00,7190
2023-10-04 13:30:00,5391
2023-10-04 13:31:00,3575
2023-10-04 13:32:00,5285
2023-10-04 13:33:00,7330
2023-10-04 13:34:00,7489
2023-10-04 13:35:00,7345
2023-10-04 13:36:00,6679
2023-10-04 13:37:00,5403
2023-10-04 13:38:00,3573
2023-10-04 13:39:00,4834
2023-10-04 13:40:00,6905
2023-10-04 13:41:00,6743
2023-10-04 13:42:00,6201
2023-10-04 13:43:00,5571
2023-10-04 13:44:00,3872
2023-10-04 13:45:00,2613
2023-10-04 13:46:00,3109
2023-10-04 13:47:00,4324
2023-10-04 13:48:00,4226
2023-10-04 13:49:00,3991
2023-10-04 13:50:00,3160
2023-10-04 13:51:00,2386
2023-10-04 13:52:00,1115
2023-10-04 13:53:00,1387
2023-10-04 13:54:00,2147
2023-10-04 13:55:00,2686
2023-10-04 13:56:00,2885
2023-10-04 13:57:00,2694
2023-10-04 13:58:00,2273
2023-10-04 13:59:00,1188
2023-10-04 14:00:00,1447
2023-10-04 14:01:00,2568
2023-10-04 14:02:00,3566
2023-10-04 14:03:00,3941
2023-10-04 14:04:00,3841
2023-10-04 14:05:00,3261
2023-10-04 14:06:00,2241
2023-10-04 14:07:00,2679
2023-10-04 14:08:00,4182
2023-10-04 14:09:00,4236
2023-10-04 14:10:00,4628
2023-10-04 14:11:00,4205
2023-10-04 14:12:00,3459
2023-10-04 14:13:00,2448
2023-10-04 14:14:00,2853
2023-10-04 14:15:00,4638
2023-10-04 14:16:00,5325
2023-10-04 14:17:00,4866
2023-10-04 14:18:00,4715
2023-10-04 14:19:00,3753
2023-10-04 14:20:00,2481
2023-10-04 14:21:00,3233
2023-10-04 14:22:00,5034
2023-10-04 14:23:00,4787
2023-10-04 14:24:00,4901
2023-10-04 14:25:00,4398
2023-10-04 14:26:00,3823
2023-10-04 14:27:00,2619
2023-10-04 14:28:00,3518
2023-10-04 14:29:00,5178
2023-10-04 14:30:00,5290
2023-10-04 14:31:00,5469
2023-10-04 14:32:00,5399
2023-10-04 14:33:00,4232
2023-10-04 14:34:00,2828
2023-10-04 14:35:00,3724
2023-10-04 14:36:00,5733
2023-10-04 14:37:00,5814
2023-10-04 14:38:00,5349
2023-10-04 14:39:00,5025
2023-10-04 14:40:00,4044
2023-10-04 14:41:00,2323
2023-10-04 14:42:00,3147
2023-10-04 14:43:00,4972
2023-10-04 14:44:00,4878
2023-10-04 14:45:00,5288
2023-10-04 14:46:00,4968
2023-10-04 14:47:00,3788
2023-10-04 14:48:00,2514
2023-10-04 14:49:00,3463
2023-10-04 14:50:00,4931
2023-10-04 14:51:00,5101
2023-10-04 14:52:00,5144
2023-10-04 14:53:00,4433
2023-10-04 14:54:00,3597
2023-10-04 14:55:00,2621
2023-10-04 14:56:00,3397
2023-10-04 14:57:00,5062
2023-10-04 14:58:00,4926
2023-10-04 14:59:00,4936
2023-10-04 15:00:00,4688
2023-10-04 15:01:00,3827
2023-10-04 15:02:00,2452
2023-10-04 15:03:00,3283
2023-10-04 15:04:00,4823
2023-10-04 15:05:00,4821
2023-10-04 15:06:00,5059
2023-10-04 15:07:00,4585
2023-10-04 15:08:00,3682
2023-10-04 15:09:00,2350
2023-10-04 15:10:00,3056
2023-10-04 15:11:00,4746
2023-10-04 15:12:00,4613
2023-10-04 15:13:00,4560
2023-10-04 15:14:00,4520
2023-10-04 15:15:00,3346
2023-10-04 15:16:00,2253
2023-10-04 15:17:00,2927
2023-10-04 15:18:00,4878
2023-10-04 15:19:00,4852
2023-10-04 15:20:00,4585
2023-10-04 15:21:00,4477
2023-10-04 15:22:00,3654
2023-10-04 15:23:00,2411
2023-10-04 15:24:00,3054
2023-10-04 15:25:00,4696
2023-10-04 15:26:00,5033
2023-10-04 15:27:00,4948
2023-10-04 15:28:00,4636
2023-10-04 15:29:00,3539
2023-10-04 15:30:00,2371
2023-10-04 15:31:00,2816
2023-10-04 15:32:00,4493
2023-10-04 15:33:00,4678
2023-10-04 15:34:00,4737
2023-10-04 15:35:00,4775
2023-10-04 15:36:00,3658
2023-10-04 15:37:00,2260
2023-10-04 15:38:00,3343
2023-10-04 15:39:00,4640
2023-10-04 15:40:00,4694
2023-10-04 15:41:00,4771
2023-10-04 15:42:00,4173
2023-10-04 15:43:00,3046
2023-10-04 15:44:00,2260
2023-10-04 15:45:00,2876
2023-10-04 15:46:00,4774
2023-10-04 15:47:00,5009
2023-10-04 15:48:00,5369
2023-10-04 15:49:00,5020
2023-10-04 15:50:00,3935
2023-10-04 15:51:00,2795
2023-10-04 15:52:00,3795
2023-10-04 15:53:00,5489
2023-10-04 15:54:00,5680
2023-10-04 15:55:00,5383
2023-10-04 15:56:00,4890
2023-10-04 15:57:00,3872
2023-10-04 15:58:00,2790
2023-10-04 15:59:00,3524
2023-10-04 16:00:00,4903
2023-10-04 16:01:00,5160
2023-10-04 16:02:00,5194
2023-10-04 16:03:00,5142
2023-10-04 16:04:00,3836
2023-10-04 16:05:00,2737
2023-10-04 16:06:00,3386
2023-10-04 16:07:00,4816
2023-10-04 16:08:00,4734
2023-10-04 16:09:00,4761
2023-10-04 16:10:00,4277
2023-10-04 16:11:00,3563
2023-10-04 16:12:00,2401
2023-10-04 16:13:00,2877
2023-10-04 16:14:00,4448
2023-10-04 16:15:00,4525
2023-10-04 16:16:00,4533
2023-10-04 16:17:00,4431
2023-10-04 16:18:00,3456
2023-10-04 16:19:00,2162
2023-10-04 16:20:00,2786
2023-10-04 16:21:00,4172
2023-10-04 16:22:00,4255
2023-10-04 16:23:00,4154
2023-10-04 16:24:00,3803
2023-10-04 16:25:00,2950
2023-10-04 16:26:00,1909
2023-10-04 16:27:00,2506
2023-10-04 16:28:00,3325
2023-10-04 16:29:00,4086
2023-10-04 16:30:00,3716
2023-10-04 16:31:00,3702
2023-10-04 16:32:00,2959
2023-10-04 16:33:00,2006
2023-10-04 16:34:00,2479
2023-10-04 16:35:00,3501
2023-10-04 16:36:00,3985
2023-10-04 16:37:00,3920
2023-10-04 16:38:00,3868
2023-10-04 16:39:00,2921
2023-10-04 16:40:00,1655
2023-10-04 16:41:00,2229
2023-10-04 16:42:00,3660
2023-10-04 16:43:00,3898
2023-10-04 16:44:00,3912
2023-10-04 16:45:00,3604
2023-10-04 16:46:00,2970
2023-10-04 16:47:00,1546
2023-10-04 16:48:00,1944
2023-10-04 16:49:00,3608
2023-10-04 16:50:00,3514
2023-10-04 16:51:00,3344
2023-10-04 16:52:00,3292
2023-10-04 16:53:00,2469
2023-10-04 16:54:00,1296
2023-10-04 16:55:00,1546
2023-10-04 16:56:00,2948
2023-10-04 16:57:00,3077
2023-10-04 16:58:00,3028
2023-10-04 16:59:00,2738
2023-10-04 17:00:00,2147
2023-10-04 17:01:00,1277
2023-10-04 17:02:00,1606
2023-10-04 17:03:00,2504
2023-10-04 17:04:00,2218
2023-10-04 17:05:00,3024
2023-10-04 17:06:00,2951
2023-10-04 17:07:00,2401
2023-10-04 17:08:00,1242
2023-10-04 17:09:00,1511
2023-10-04 17:10:00,2934
2023-10-04 17:11:00,3003
2023-10-04 17:12:00,3073
2023-10-04 17:13:00,2933
2023-10-04 17:14:00,2468
2023-10-04 17:15:00,1355
2023-10-04 17:16:00,1553
2023-10-04 17:17:00,2902
2023-10-04 17:18:00,2899
2023-10-04 17:19:00,2986
2023-10-04 17:20:00,2964
2023-10-04 17:21:00,2433
2023-10-04 17:22:00,1280
2023-10-04 17:23:00,1603
2023-10-04 17:24:00,3154
2023-10-04 17:25:00,3084
2023-10-04 17:26:00,2983
2023-10-04 17:27:00,2849
2023-10-04 17:28:00,2420
2023-10-04 17:29:00,1300
2023-10-04 17:30:00,1526
2023-10-04 17:31:00,2872
2023-10-04 17:32:00,2914
2023-10-04 17:33:00,2843
2023-10-04 17:34:00,2649
2023-10-04 17:35:00,2042
2023-10-04 17:36:00,1225
2023-10-04 17:37:00,1562
2023-10-04 17:38:00,2751
2023-10-04 17:39:00,2634
2023-10-04 17:40:00,2704
2023-10-04 17:41:00,2670
2023-10-04 17:42:00,2073
2023-10-04 17:43:00,1240
2023-10-04 17:44:00,1530
2023-10-04 17:45:00,2392
2023-10-04 17:46:00,2675
2023-10-04 17:47:00,2755
2023-10-04 17:48:00,2608
2023-10-04 17:49:00,2163
2023-10-04 17:50:00,1304
2023-10-04 17:51:00,1969
2023-10-04 17:52:00,2985
2023-10-04 17:53:00,3087
2023-10-04 17:54:00,3047
2023-10-04 17:55:00,2961
2023-10-04 17:56:00,2293
2023-10-04 17:57:00,1261
2023-10-04 17:58:00,1676
2023-10-04 17:59:00,1786
2023-10-04 18:00:00,3252
2023-10-04 18:01:00,3082
2023-10-04 18:02:00,2721
2023-10-04 18:03:00,2217
2023-10-04 18:04:00,1271
2023-10-04 18:05:00,1742
2023-10-04 18:06:00,2293
2023-10-04 18:07:00,3155
2023-10-04 18:08:00,3159
2023-10-04 18:09:00,3054
2023-10-04 18:10:00,2440
2023-10-04 18:11:00,1532
2023-10-04 18:12:00,2247
2023-10-04 18:13:00,3570
2023-10-04 18:14:00,3524
2023-10-04 18:15:00,3471
2023-10-04 18:16:00,3303
2023-10-04 18:17:00,2560
2023-10-04 18:18:00,1470
2023-10-04 18:19:00,2234
2023-10-04 18:20:00,3504
2023-10-04 18:21:00,3984
2023-10-04 18:22:00,3746
2023-10-04 18:23:00,3524
2023-10-04 18:24:00,2639
2023-10-04 18:25:00,1523
2023-10-04 18:26:00,2425
2023-10-04 18:27:00,3671
2023-10-04 18:28:00,3669
2023-10-04 18:29:00,3537
2023-10-04 18:30:00,3413
2023-10-04 18:31:00,2699
2023-10-04 18:32:00,1829
2023-10-04 18:33:00,2379
2023-10-04 18:34:00,3637
2023-10-04 18:35:00,3775
2023-10-04 18:36:00,3572
2023-10-04 18:37:00,3605
2023-10-04 18:38:00,2774
2023-10-04 18:39:00,1780
2023-10-04 18:40:00,2469
2023-10-04 18:41:00,3881
2023-10-04 18:42:00,3767
2023-10-04 18:43:00,4082
2023-10-04 18:44:00,4047
2023-10-04 18:45:00,2877
2023-10-04 18:46:00,2073
2023-10-04 18:47:00,2759
2023-10-04 18:48:00,3817
2023-10-04 18:49:00,3949
2023-10-04 18:50:00,3867
2023-10-04 18:51:00,3621
2023-10-04 18:52:00,2978
2023-10-04 18:53:00,1992
2023-10-04 18:54:00,2851
2023-10-04 18:55:00,4390
2023-10-04 18:56:00,3886
2023-10-04 18:57:00,3424
2023-10-04 18:58:00,4207
2023-10-04 18:59:00,3345
2023-10-04 19:00:00,2128
2023-10-04 19:01:00,2205
2023-10-04 19:02:00,4091
2023-10-04 19:03:00,4223
2023-10-04 19:04:00,4361
2023-10-04 19:05:00,4263
2023-10-04 19:06:00,3341
2023-10-04 19:07:00,2278
2023-10-04 19:08:00,3097
2023-10-04 19:09:00,4185
2023-10-04 19:10:00,4477
2023-10-04 19:11:00,4354
2023-10-04 19:12:00,4194
2023-10-04 19:13:00,3240
2023-10-04 19:14:00,2424
2023-10-04 19:15:00,3168
2023-10-04 19:16:00,4709
2023-10-04 19:17:00,4634
2023-10-04 19:18:00,4545
2023-10-04 19:19:00,4532
2023-10-04 19:20:00,3317
2023-10-04 19:21:00,2449
2023-10-04 19:22:00,2893
2023-10-04 19:23:00,4170
2023-10-04 19:24:00,4277
2023-10-04 19:25:00,3588
2023-10-04 19:26:00,3141
2023-10-04 19:27:00,2658
2023-10-04 19:28:00,2391
2023-10-04 19:29:00,3202
2023-10-04 19:30:00,4349
2023-10-04 19:31:00,4886
2023-10-04 19:32:00,4555
2023-10-04 19:33:00,4477
2023-10-04 19:34:00,3577
2023-10-04 19:35:00,2430
2023-10-04 19:36:00,3449
2023-10-04 19:37:00,4955
2023-10-04 19:38:00,4475
2023-10-04 19:39:00,4595
2023-10-04 19:40:00,4451
2023-10-04 19:41:00,3418
2023-10-04 19:42:00,2605
2023-10-04 19:43:00,3483
2023-10-04 19:44:00,4651
2023-10-04 19:45:00,4029
2023-10-04 19:46:00,4282
2023-10-04 19:47:00,4138
2023-10-04 19:48:00,4130
2023-10-04 19:49:00,2581
2023-10-04 19:50:00,3355
2023-10-04 19:51:00,4482
2023-10-04 19:52:00,4584
2023-10-04 19:53:00,4106
2023-10-04 19:54:00,3378
2023-10-04 19:55:00,2446
2023-10-04 19:56:00,1447
2023-10-04 19:57:00,1326
2023-10-04 19:58:00,1609
2023-10-04 19:59:00,2481
2023-10-04 20:00:00,2798
2023-10-04 20:01:00,2809
2023-10-04 20:02:00,2216
2023-10-04 20:03:00,1546
2023-10-04 20:04:00,1339
2023-10-04 20:05:00,1709
2023-10-04 20:06:00,3389
2023-10-04 20:07:00,3391
2023-10-04 20:08:00,3698
2023-10-04 20:09:00,3511
2023-10-04 20:10:00,2279
2023-10-04 20:11:00,2822
2023-10-04 20:12:00,4240
2023-10-04 20:13:00,4319
2023-10-04 20:14:00,4224
2023-10-04 20:15:00,3797
2023-10-04 20:16:00,3190
2023-10-04 20:17:00,1998
2023-10-04 20:18:00,2515
2023-10-04 20:19:00,3950
2023-10-04 20:20:00,4033
2023-10-04 20:21:00,4269
2023-10-04 20:22:00,4124
2023-10-04 20:23:00,3228
2023-10-04 20:24:00,2287
2023-10-04 20:25:00,2946
2023-10-04 20:26:00,4608
2023-10-04 20:27:00,4786
2023-10-04 20:28:00,4724
2023-10-04 20:29:00,4417
2023-10-04 20:30:00,3580
2023-10-04 20:31:00,2345
2023-10-04 20:32:00,3170
2023-10-04 20:33:00,4862
2023-10-04 20:34:00,4600
2023-10-04 20:35:00,4705
2023-10-04 20:36:00,4723
2023-10-04 20:37:00,3969
2023-10-04 20:38:00,2994
2023-10-04 20:39:00,3162
2023-10-04 20:40:00,4949
2023-10-04 20:41:00,5092
2023-10-04 20:42:00,4767
2023-10-04 20:43:00,4625
2023-10-04 20:44:00,3738
2023-10-04 20:45:00,2739
2023-10-04 20:46:00,3923
2023-10-04 20:47:00,5341
2023-10-04 20:48:00,5114
2023-10-04 20:49:00,4896
2023-10-04 20:50:00,4502
2023-10-04 20:51:00,3729
2023-10-04 20:52:00,2388
2023-10-04 20:53:00,3405
2023-10-04 20:54:00,5176
2023-10-04 20:55:00,5429
2023-10-04 20:56:00,5120
2023-10-04 20:57:00,4993
2023-10-04 20:58:00,4148
2023-10-04 20:59:00,2763
2023-10-04 21:00:00,3599
2023-10-04 21:01:00,5542
2023-10-04 21:02:00,5378
2023-10-04 21:03:00,5536
2023-10-04 21:04:00,4984
2023-10-04 21:05:00,4130
2023-10-04 21:06:00,2818
2023-10-04 21:07:00,3978
2023-10-04 21:08:00,5502
2023-10-04 21:09:00,5740
2023-10-04 21:10:00,5635
2023-10-04 21:11:00,5375
2023-10-04 21:12:00,4273
2023-10-04 21:13:00,3223
2023-10-04 21:14:00,3956
2023-10-04 21:15:00,5895
2023-10-04 21:16:00,6152
2023-10-04 21:17:00,5906
2023-10-04 21:18:00,6300
2023-10-04 21:19:00,4915
2023-10-04 21:20:00,3218
2023-10-04 21:21:00,4429
2023-10-04 21:22:00,5739
2023-10-04 21:23:00,6220
2023-10-04 21:24:00,6238
2023-10-04 21:25:00,6226
2023-10-04 21:26:00,4364
2023-10-04 21:27:00,2882
2023-10-04 21:28:00,4010
2023-10-04 21:29:00,6084
2023-10-04 21:30:00,5874
2023-10-04 21:31:00,5719
2023-10-04 21:32:00,5003
2023-10-04 21:33:00,3605
2023-10-04 21:34:00,2811
2023-10-04 21:35:00,3567
2023-10-04 21:36:00,5237
2023-10-04 21:37:00,6154
2023-10-04 21:38:00,5895
2023-10-04 21:39:00,5858
2023-10-04 21:40:00,5034
2023-10-04 21:41:00,3613
2023-10-04 21:42:00,4389
2023-10-04 21:43:00,6278
2023-10-04 21:44:00,6836
2023-10-04 21:45:00,6731
2023-10-04 21:46:00,6287
2023-10-04 21:47:00,5089
2023-10-04 21:48:00,3812
2023-10-04 21:49:00,5290
2023-10-04 21:50:00,7161
2023-10-04 21:51:00,7352
2023-10-04 21:52:00,7218
2023-10-04 21:53:00,7040
2023-10-04 21:54:00,5367
2023-10-04 21:55:00,4021
2023-10-04 21:56:00,5397
2023-10-04 21:57:00,7605
2023-10-04 21:58:00,7614
2023-10-04 21:59:00,7984
2023-10-04 22:00:00,7040
2023-10-04 22:01:00,5628
2023-10-04 22:02:00,3926
2023-10-04 22:03:00,5479
2023-10-04 22:04:00,6670
2023-10-04 22:05:00,6783
2023-10-04 22:06:00,7105
2023-10-04 22:07:00,6877
2023-10-04 22:08:00,5460
2023-10-04 22:09:00,3648
2023-10-04 22:10:00,4917
2023-10-04 22:11:00,6980
2023-10-04 22:12:00,6702
2023-10-04 22:13:00,6699
2023-10-04 22:14:00,6001
2023-10-04 22:15:00,5094
2023-10-04 22:16:00,3179
2023-10-04 22:17:00,4169
2023-10-04 22:18:00,6392
2023-10-04 22:19:00,5878
2023-10-04 22:20:00,5800
2023-10-04 22:21:00,5690
2023-10-04 22:22:00,4314
2023-10-04 22:23:00,2948
2023-10-04 22:24:00,3864
2023-10-04 22:25:00,5499
2023-10-04 22:26:00,5790
2023-10-04 22:27:00,5720
2023-10-04 22:28:00,5692
2023-10-04 22:29:00,4082
2023-10-04 22:30:00,2716
2023-10-04 22:31:00,3430
2023-10-04 22:32:00,4353
2023-10-04 22:33:00,5525
2023-10-04 22:34:00,5407
2023-10-04 22:35:00,4994
2023-10-04 22:36:00,3835
2023-10-04 22:37:00,2511
2023-10-04 22:38:00,3371
2023-10-04 22:39:00,5226
2023-10-04 22:40:00,5139
2023-10-04 22:41:00,5051
2023-10-04 22:42:00,4787
2023-10-04 22:43:00,3956
2023-10-04 22:44:00,2303
2023-10-04 22:45:00,3011
2023-10-04 22:46:00,4896
2023-10-04 22:47:00,4952
2023-10-04 22:48:00,4570
2023-10-04 22:49:00,4542
2023-10-04 22:50:00,3383
2023-10-04 22:51:00,1922
2023-10-04 22:52:00,2404
2023-10-04 22:53:00,4576
2023-10-04 22:54:00,4727
2023-10-04 22:55:00,4639
2023-10-04 22:56:00,4108
2023-10-04 22:57:00,3372
2023-10-04 22:58:00,1996
2023-10-04 22:59:00,2415
2023-10-04 23:00:00,4457
2023-10-04 23:01:00,4736
2023-10-04 23:02:00,4245
2023-10-04 23:03:00,4081
2023-10-04 23:04:00,3053
2023-10-04 23:05:00,1741
2023-10-04 23:06:00,2186
2023-10-04 23:07:00,4026
2023-10-04 23:08:00,3961
2023-10-04 23:09:00,3019
2023-10-04 23:10:00,3743
2023-10-04 23:11:00,3050
2023-10-04 23:12:00,1688
2023-10-04 23:13:00,2185
2023-10-04 23:14:00,4104
2023-10-04 23:15:00,4097
2023-10-04 23:16:00,3844
2023-10-04 23:17:00,3743
2023-10-04 23:18:00,3073
2023-10-04 23:19:00,1852
2023-10-04 23:20:00,2105
2023-10-04 23:21:00,4078
2023-10-04 23:22:00,4515
2023-10-04 23:23:00,4276
2023-10-04 23:24:00,4043
2023-10-04 23:25:00,3004
2023-10-04 23:26:00,1664
2023-10-04 23:27:00,2248
2023-10-04 23:28:00,4062
2023-10-04 23:29:00,4053
2023-10-04 23:30:00,3628
2023-10-04 23:31:00,3596
2023-10-04 23:32:00,3140
2023-10-04 23:33:00,1938
2023-10-04 23:34:00,2460
2023-10-04 23:35:00,4175
2023-10-04 23:36:00,4113
2023-10-04 23:37:00,4273
2023-10-04 23:38:00,4194
2023-10-04 23:39:00,3405
2023-10-04 23:40:00,1800
2023-10-04 23:41:00,2378
2023-10-04 23:42:00,4319
2023-10-04 23:43:00,4388
2023-10-04 23:44:00,4205
2023-10-04 23:45:00,3973
2023-10-04 23:46:00,3510
2023-10-04 23:47:00,1913
2023-10-04 23:48:00,2397
2023-10-04 23:49:00,4348
2023-10-04 23:50:00,3966
2023-10-04 23:51:00,3805
2023-10-04 23:52:00,3866
2023-10-04 23:53:00,3489
2023-10-04 23:54:00,2074
2023-10-04 23:55:00,2519
2023-10-04 23:56:00,4202
2023-10-04 23:57:00,4023
2023-10-04 23:58:00,4048
2023-10-04 23:59:00,4150
2023-10-05 00:00:00,3154
2023-10-05 00:01:00,2143
2023-10-05 00:02:00,2576
2023-10-05 00:03:00,4317
